city,lat,lng,iso2
Lachen,47.1911,8.8567,CH
Landecy,46.1897,6.1158,CH
Landquart,46.9497,9.5667,CH
Langenthal,47.2153,7.7889,CH
Langnau,46.9433,7.7853,CH
Langnau am Albis,47.2894,8.5414,CH
Laufen,47.4167,7.5000,CH
Lausanne,46.5333,6.6333,CH
Lausen,47.4725,7.7597,CH
Le Grand-Saconnex,46.2333,6.1167,CH
Le Locle,47.0532,6.7482,CH
Le Mont-sur-Lausanne,46.5500,6.6333,CH
Lengnau,47.1817,7.3667,CH
Lenzburg,47.3875,8.1803,CH
Liestal,47.4839,7.7350,CH
Lindau,47.4431,8.6719,CH
Littau,47.0494,8.2639,CH
Locarno,46.1664,8.7997,CH
Losone,46.1689,8.7421,CH
Lucerne,47.0523,8.3059,CH
Lugano,46.0103,8.9625,CH
Lutry,46.5151,6.6990,CH
Lyss,47.0750,7.3069,CH
Männedorf,47.2553,8.6917,CH
Massagno,46.0167,8.9500,CH
Maur,47.3417,8.6703,CH
Meggen,47.0464,8.3744,CH
Meilen,47.2703,8.6411,CH
Mellingen,47.4192,8.2764,CH
Mels,47.0497,9.4167,CH
Mendrisio,45.8667,8.9833,CH
Menziken,47.2400,8.1917,CH
Meyrin,46.2322,6.0791,CH
Minusio,46.1833,8.8167,CH
Möhlin,47.5583,7.8458,CH
Monthey,46.2500,6.9500,CH
Montreux,46.4333,6.9167,CH
Morges,46.5094,6.4986,CH
Moudon,46.6687,6.7974,CH
Moutier,47.2803,7.3708,CH
Münchenstein,47.5186,7.6174,CH
Münchwilen,47.4815,8.9924,CH
Muri,46.9319,7.4872,CH
Muri,47.2747,8.3417,CH
Murten,46.9281,7.1169,CH
Muttenz,47.5228,7.6452,CH
Naters,46.3237,7.9886,CH
Neftenbach,47.5283,8.6681,CH
Neuchâtel,46.9903,6.9306,CH
Neuenhof,47.4469,8.3292,CH
Neuhausen am Rheinfall,47.6831,8.6167,CH
Nidau,47.1256,7.2403,CH
Niederhasli,47.4822,8.4861,CH
Nürensdorf,47.4467,8.6486,CH
Nyon,46.3820,6.2389,CH
Oberengstringen,47.4103,8.4633,CH
Oberentfelden,47.3597,8.0486,CH
Obererli,47.1358,8.6136,CH
Oberglatt,47.4775,8.5200,CH
Oberrieden,47.2778,8.5781,CH
Oberriet,47.3164,9.5664,CH
Obersiggenthal,47.4869,8.2921,CH
Oberuzwil,47.4294,9.1236,CH
Oberwil,47.5135,7.5546,CH
Obfelden,47.2639,8.4242,CH
Oensingen,47.2886,7.7139,CH
Oftringen,47.3150,7.9236,CH
Ollon,46.2973,6.9935,CH
Olten,47.3531,7.9078,CH
Onex,46.1833,6.1000,CH
Opfikon,47.4331,8.5719,CH
Orbe,46.7245,6.5322,CH
Ostermundigen,46.9553,7.4833,CH
Payerne,46.8167,6.9333,CH
Peseux,46.9955,6.8895,CH
Pfäffikon,47.3667,8.7822,CH
Plan-les-Ouates,46.1667,6.1167,CH
Porrentruy,47.4167,7.0833,CH
Pratteln,47.5185,7.6928,CH
Préverenges,46.5167,6.5333,CH
Prilly,46.5333,6.6000,CH
Pully,46.5167,6.6667,CH
Rapperswil-Jona,47.2286,8.8317,CH
Regensdorf,47.4383,8.4744,CH
Reiden,47.2431,7.9683,CH
Reinach,47.4936,7.5908,CH
Reinach,47.2539,8.1833,CH
Renens,46.5353,6.5897,CH
Rheinfelden,47.5539,7.7958,CH
Richterswil,47.2081,8.7058,CH
Riehen,47.5794,7.6512,CH
Rolle,46.4575,6.3317,CH
Romanshorn,47.5635,9.3564,CH
Romont,46.7001,6.9181,CH
Root,47.1158,8.3914,CH
Rorschach,47.4786,9.4936,CH
Rorschacherberg,47.4664,9.5000,CH
Rothenburg,47.0939,8.2717,CH
Rothrist,47.3028,7.8833,CH
Rümlang,47.4533,8.5331,CH
Rupperswil,47.4025,8.1278,CH
Rüschlikon,47.3081,8.5542,CH
Ruswil,47.0836,8.1261,CH
Rüti,47.2614,8.8556,CH
Saanen,46.4831,7.2664,CH
Sachseln,46.8678,8.2386,CH
Saint Légier-La Chiésaz,46.4667,6.8833,CH
Saint-Prex,46.4836,6.4575,CH
Sankt Gallen,47.4233,9.3772,CH
Sankt Margrethen,47.4497,9.6331,CH
Sarnen,46.8969,8.2469,CH
Savièse,46.2500,7.3333,CH
Saxon,46.1500,7.1667,CH
Schaffhausen,47.6965,8.6339,CH
Schattdorf,46.8494,8.6713,CH
Schlieren,47.3989,8.4497,CH
Schübelbach,47.1733,8.9264,CH
Schwarzenburg,46.8167,7.3333,CH
Schwerzenbach,47.3818,8.6559,CH
Schwyz,47.0211,8.6536,CH
Sennwald,47.2439,9.4768,CH
Seon,47.3458,8.1597,CH
Seuzach,47.5358,8.7294,CH
Sevelen,47.1204,9.4857,CH
Sierre,46.2918,7.5320,CH
Sion,46.2304,7.3661,CH
Sirnach,47.4664,8.9997,CH
Sissach,47.4644,7.8106,CH
Solothurn,47.2081,7.5375,CH
Spiez,46.6831,7.6664,CH
Spreitenbach,47.4181,8.3661,CH
Stäfa,47.2401,8.7328,CH
Stans,46.9594,8.3667,CH
Steffisburg,46.7831,7.6333,CH
Steinhaus,47.1969,8.4861,CH
Suhr,47.3747,8.0806,CH
Sumiswald,47.0275,7.7453,CH
Sursee,47.1742,8.1081,CH
Teufen,47.3900,9.3900,CH
Thal,47.4664,9.5667,CH
Thalwil,47.2953,8.5647,CH
Thayngen,47.7331,8.6997,CH
Therwil,47.4997,7.5500,CH
Thônex,46.2000,6.2167,CH
Thun,46.7590,7.6300,CH
Trimbach,47.3636,7.9000,CH
Uetendorf,46.7664,7.5667,CH
Uetikon am See,47.2669,8.6772,CH
Unterägeri,47.1386,8.5844,CH
Unterseen,46.6872,7.8497,CH
Untersiggenthal,47.5020,8.2538,CH
Urdorf,47.3867,8.4278,CH
Uster,47.3492,8.7192,CH
Uznach,47.2242,8.9839,CH
Vechigen,46.9469,7.5625,CH
Vernier,46.2000,6.1000,CH
Versoix,46.2833,6.1667,CH
Vétroz,46.2258,7.2707,CH
Vevey,46.4667,6.8500,CH
Veyrier,46.1667,6.1833,CH
Villars-sur-Glâne,46.7833,7.1167,CH
Villeneuve,46.4063,6.9731,CH
Villmergen,47.3483,8.2456,CH
Visp,46.2922,7.8828,CH
Volketswil,47.3906,8.6953,CH
Wädenswil,47.2303,8.6722,CH
Wald,47.2753,8.9144,CH
Walenstadt,47.1234,9.3150,CH
Wallisellen,47.4122,8.5922,CH
Waltikon,47.3667,8.5833,CH
Wangen,47.1908,8.8956,CH
Wangen bei Olten,47.3442,7.8694,CH
Wattwil,47.2957,9.0830,CH
Weinfelden,47.5698,9.1120,CH
Wettingen,47.4659,8.3267,CH
Wetzikon,47.3208,8.7931,CH
Widnau,47.3997,9.6333,CH
Wiesendangen,47.5222,8.7911,CH
Wil,47.4664,9.0497,CH
Willisau,47.1206,7.9928,CH
Windisch,47.4803,8.2222,CH
Winterthur,47.4992,8.7267,CH
Wittenbach,47.4667,9.3795,CH
Wohlen,47.3506,8.2778,CH
Wollerau,47.1956,8.7194,CH
Worb,46.9306,7.5644,CH
Würenlos,47.4418,8.3647,CH
Yverdon-les-Bains,46.7785,6.6408,CH
Zell,47.4489,8.8233,CH
Zermatt,46.0193,7.7461,CH
Zofingen,47.2884,7.9475,CH
Zollikon,47.3422,8.5783,CH
Zuchwil,47.2056,7.5597,CH
Zug,47.1681,8.5169,CH
Zumikon,47.3328,8.6239,CH
Zürich,47.3786,8.5400,CH
Abengourou,6.7297,-3.4964,CI
Abidjan,5.3364,-4.0267,CI
Aboisso,5.4667,-3.2000,CI
Agboville,5.9333,-4.2167,CI
Bangolo,7.0123,-7.4864,CI
Bondoukou,8.0400,-2.8000,CI
Bouaflé,6.9903,-5.7442,CI
Bouaké,7.6833,-5.0331,CI
Dabou,5.3256,-4.3767,CI
Daloa,6.8900,-6.4500,CI
Dimbokro,6.6505,-4.7100,CI
Divo,5.8372,-5.3572,CI
Ferkessédougou,9.5928,-5.1944,CI
Gagnoa,6.1333,-5.9333,CI
Grand-Bassam,5.2000,-3.7333,CI
Guiglo,6.5436,-7.4933,CI
Korhogo,9.4578,-5.6294,CI
Man,7.4004,-7.5500,CI
Odienné,9.5000,-7.5667,CI
San-Pédro,4.7704,-6.6400,CI
Sassandra,4.9504,-6.0833,CI
Séguéla,7.9611,-6.6731,CI
Soubré,5.7836,-6.5939,CI
Touba,8.2833,-7.6833,CI
Toumodi,6.5520,-5.0190,CI
Yamoussoukro,6.8161,-5.2742,CI
Avarua,-21.2070,-159.7710,CK
Alerce,-41.3969,-72.9037,CL
Alto del Carmen,-28.9336,-70.4623,CL
Alto Hospicio,-20.2500,-70.1167,CL
Ancud,-41.8682,-73.8287,CL
Andacollo,-30.2167,-71.0833,CL
Angol,-37.7988,-72.7086,CL
Antofagasta,-23.6464,-70.3980,CL
Arauco,-37.2463,-73.3175,CL
Arica,-18.4784,-70.3211,CL
Balsadero Río Verde,-52.6500,-71.4666,CL
Batuco,-33.2299,-70.8085,CL
Buin,-33.7333,-70.7500,CL
Cabildo,-32.4267,-71.0664,CL
Calama,-22.4624,-68.9272,CL
Calbuco,-41.7712,-73.1275,CL
Caldera,-27.0667,-70.8167,CL
Cañete,-37.8000,-73.3833,CL
Carahue,-38.7000,-73.1667,CL
Cartagena,-33.5500,-71.6000,CL
Casablanca,-33.3167,-71.4167,CL
Castro,-42.4824,-73.7643,CL
Cauquenes,-35.9671,-72.3154,CL
Chaitén,-42.9193,-72.7088,CL
Chañaral,-29.0772,-71.4906,CL
Chépica,-34.7333,-71.2833,CL
Chicureo Abajo,-33.2808,-70.6366,CL
Chiguayante,-36.9167,-73.0167,CL
Chillán,-36.6067,-72.1033,CL
Chillán Viejo,-36.6229,-72.1317,CL
Chonchi,-42.6238,-73.7725,CL
Chuquicamata,-22.3200,-68.9300,CL
Cochrane,-47.2539,-72.5732,CL
Colina,-33.2000,-70.6833,CL
Collipulli,-37.9500,-72.4333,CL
Combarbalá,-31.1667,-71.0500,CL
Concepción,-36.8200,-73.0445,CL
Concón,-32.9167,-71.5167,CL
Constitución,-35.3333,-72.4167,CL
Contulmo,-38.0000,-73.2333,CL
Copiapó,-27.3665,-70.3323,CL
Coquimbo,-29.9532,-71.3380,CL
Coronel,-37.0167,-73.1333,CL
Coyhaique,-45.5712,-72.0685,CL
Curacautín,-38.4333,-71.8833,CL
Curanilahue,-37.4667,-73.3500,CL
Curarrehue,-39.3500,-71.5833,CL
Curicó,-34.9800,-71.2400,CL
Cuya,-19.1597,-70.1794,CL
Dalcahue,-42.3796,-73.6473,CL
Diego de Almagro,-26.3667,-70.0500,CL
El Palqui,-30.7679,-70.9433,CL
El Tabo,-33.4500,-71.6667,CL
Espejo,-33.5333,-70.7167,CL
Fresia,-41.1531,-73.4223,CL
Frutillar,-41.1258,-73.0605,CL
Galvarino,-38.4000,-72.7833,CL
Hanga Roa,-27.1492,-109.4323,CL
Hijuelas,-32.8000,-71.1667,CL
Hualqui,-36.9759,-72.9384,CL
Huasco,-28.4500,-71.2167,CL
Illapel,-31.6327,-71.1683,CL
Iquique,-20.2141,-70.1524,CL
Isla de Maipo,-33.7500,-70.9000,CL
La Calera,-32.7833,-71.2167,CL
La Cruz,-32.8167,-71.2333,CL
La Florida,-33.5500,-70.5667,CL
La Granja,-33.5431,-70.6319,CL
La Ligua,-32.4494,-71.2317,CL
La Punta,-34.0125,-70.6501,CL
La Reina,-33.4500,-70.5500,CL
La Serena,-29.9027,-71.2520,CL
La Unión,-40.2952,-73.0822,CL
Lago Ranco,-40.3167,-72.5000,CL
Lagunas,-20.9829,-69.6833,CL
Lampa,-33.2864,-70.8729,CL
Lanco,-39.4523,-72.7755,CL
Laraquete,-37.1677,-73.1859,CL
Las Cabras,-34.3000,-71.3167,CL
Las Condes,-33.4167,-70.5833,CL
Lebu,-37.6103,-73.6561,CL
Linares,-35.8454,-71.5979,CL
Lo Barnechea,-33.3500,-70.5167,CL
Lo Miranda,-34.1957,-70.8891,CL
Loncoche,-39.3669,-72.6308,CL
Lonquimay,-38.4333,-71.2333,CL
Los Andes,-32.8337,-70.5982,CL
Los Ángeles,-37.4707,-72.3517,CL
Los Lagos,-39.8500,-72.8333,CL
Los Vilos,-31.9000,-71.5167,CL
Lota,-37.0944,-73.1563,CL
Maipú,-33.5167,-70.7667,CL
María Pinto,-33.5333,-71.1333,CL
Mejillones,-23.1000,-70.4500,CL
Monte Águila,-37.0879,-72.4385,CL
Nueva Imperial,-38.7333,-72.9500,CL
Oficina María Elena,-22.3500,-69.6667,CL
Osorno,-40.5739,-73.1336,CL
Ovalle,-30.6031,-71.2030,CL
Palmilla,-34.6000,-71.3667,CL
Panguipulli,-39.6419,-72.3334,CL
Papudo,-32.5167,-71.4500,CL
Parral,-36.1500,-71.8333,CL
Pelluhue,-35.8333,-72.6333,CL
Peñaflor,-33.6167,-70.9167,CL
Penco,-36.7333,-72.9833,CL
Peumo,-34.4000,-71.1667,CL
Pichidegua,-34.3500,-71.3000,CL
Pichilemu,-34.3851,-72.0049,CL
Pinto,-36.7000,-71.9000,CL
Placilla de Peñuelas,-33.1156,-71.5678,CL
Porvenir,-53.2956,-70.3687,CL
Pozo Almonte,-20.2597,-69.7862,CL
Puchuncaví,-32.7261,-71.4151,CL
Pucón,-39.2667,-71.9667,CL
Puente Alto,-33.6167,-70.5833,CL
Puerto Aysén,-45.4068,-72.6977,CL
Puerto Montt,-41.4718,-72.9396,CL
Puerto Natales,-51.7263,-72.5062,CL
Puerto Octay,-40.9667,-72.9000,CL
Puerto Varas,-41.3178,-72.9827,CL
Puerto Williams,-54.9341,-67.6109,CL
Punitaqui,-30.9000,-71.2667,CL
Punta Arenas,-53.1627,-70.9081,CL
Purén,-38.0121,-73.0504,CL
Purranque,-40.9167,-73.1667,CL
Quellón,-43.1201,-73.6203,CL
Quillota,-32.8799,-71.2474,CL
Quilpué,-33.0498,-71.4415,CL
Quinchao,-42.5333,-73.4167,CL
Quintero,-32.7833,-71.5333,CL
Quirihue,-36.2833,-72.5333,CL
Rancagua,-34.1654,-70.7398,CL
Río Bueno,-40.3337,-72.9568,CL
Salamanca,-31.7667,-70.9667,CL
San Antonio,-33.5809,-71.6132,CL
San Bernardo,-33.6000,-70.7167,CL
San Felipe,-32.7507,-70.7251,CL
San Fernando,-34.5839,-70.9891,CL
San Francisco de Mostazal,-33.9799,-70.7122,CL
San Javier,-35.5924,-71.7353,CL
San Joaquín,-33.5000,-70.6167,CL
San José de Maipo,-33.6333,-70.3667,CL
San Pedro,-33.9000,-71.4667,CL
San Pedro de Atacama,-22.9108,-68.2001,CL
Santa Bárbara,-37.6667,-72.0167,CL
Santiago,-33.4500,-70.6667,CL
Talagante,-33.6667,-70.9333,CL
Talca,-35.4266,-71.6661,CL
Talcahuano,-36.7145,-73.1141,CL
Taltal,-25.4000,-70.4700,CL
Temuco,-38.7399,-72.5901,CL
Tierra Amarilla,-27.4667,-70.2667,CL
Toconao,-23.1829,-68.0166,CL
Tocopilla,-22.0941,-70.2010,CL
Toltén,-39.2166,-73.2123,CL
Tomé,-36.6171,-72.9575,CL
Valdivia,-39.8142,-73.2459,CL
Vallenar,-28.5700,-70.7600,CL
Valparaíso,-33.0458,-71.6197,CL
Ventanas,-32.7419,-71.4839,CL
Victoria,-38.2167,-72.3333,CL
Vicuña,-30.0167,-70.7000,CL
Villa Alemana,-33.0428,-71.3744,CL
Villa O’Higgins,-48.4679,-72.5600,CL
Villarrica,-39.2667,-72.2167,CL
Viña del Mar,-33.0245,-71.5518,CL
Yungay,-37.1194,-72.0189,CL
Abong Mbang,3.9833,13.1667,CM
Aiyomojok,5.7504,8.9833,CM
Bafang,5.1704,10.1800,CM
Bafia,4.7425,11.2247,CM
Bafoussam,5.4667,10.4167,CM
Bamenda,5.9333,10.1667,CM
Bandjoun,5.3500,10.4000,CM
Batouri,4.4333,14.3667,CM
Bélabo,4.9333,13.3000,CM
Bertoua,4.5833,13.6833,CM
Bogo,10.7361,14.6108,CM
Buea,4.1667,9.2333,CM
Douala,4.0500,9.7000,CM
Dschang,5.4500,10.0500,CM
Ébolowa,2.9000,11.1500,CM
Edéa,3.8000,10.1333,CM
Eséka,3.6504,10.7666,CM
Foumban,5.7167,10.9167,CM
Garoua,9.3000,13.4000,CM
Guider,9.9342,13.9486,CM
Kalfou,10.2840,14.9298,CM
Kontcha,7.9670,12.2333,CM
Kousséri,12.0833,15.0333,CM
Kribi,2.9500,9.9167,CM
Kumba,4.6333,9.4500,CM
Kumbo,6.2000,10.6600,CM
Limbe,4.0167,9.2167,CM
Maroua,10.5823,14.3275,CM
Mbalmayo,3.5200,11.5122,CM
Mbé,7.8504,13.6000,CM
Meïganga,6.5172,14.2947,CM
Ngaoundéré,7.3214,13.5839,CM
Nkongsamba,4.9500,9.9167,CM
Tibati,6.4669,12.6158,CM
Wum,6.3833,10.0667,CM
Yaoundé,3.8578,11.5181,CM
Agan,35.9167,103.8471,CN
Aihua,24.4629,100.1350,CN
Ailan Mubage,43.9167,81.3167,CN
Aksu,41.1664,80.2500,CN
Akto,39.1468,75.9411,CN
Alashankou,45.1714,82.5731,CN
Altay,47.8666,88.1166,CN
Anda,46.4078,125.3252,CN
Anguo,38.4177,115.3204,CN
Ankang,32.6877,109.0235,CN
Anlu,31.2575,113.6783,CN
Anping,39.7034,116.8954,CN
Anqing,30.5000,117.0333,CN
Anqiu,36.3619,119.1072,CN
Anshan,41.1066,122.9895,CN
Anshan,39.7119,118.9845,CN
Anshun,26.2456,105.9340,CN
Anyuan,34.8839,105.2758,CN
Anzhou,38.8663,115.8124,CN
Atushi,39.7114,76.1753,CN
Azitan,34.7101,103.3152,CN
Baiceng,25.3885,105.7848,CN
Baicheng,23.9010,106.6194,CN
Baicheng,45.6148,122.8320,CN
Baicheng,41.7957,81.8715,CN
Baichigan,39.5275,115.8564,CN
Baigou,39.1098,116.0139,CN
Baiheqiao,22.9764,103.7982,CN
Baijie,26.0470,106.7418,CN
Baili,35.0333,107.3890,CN
Bailin,33.4850,105.0034,CN
Baipingshan,26.1960,106.5500,CN
Baiquan,47.6018,126.0819,CN
Baisha,29.4774,119.2853,CN
Baishaling,24.0950,113.7591,CN
Baishan,41.9377,126.4179,CN
Baishi Airikecun,40.8035,80.3700,CN
Baisuo,25.8864,106.3532,CN
Baiyan,26.3584,106.2347,CN
Baiyin,36.5448,104.1766,CN
Bajiao,27.6573,108.1937,CN
Baluntaicun,42.7499,86.3119,CN
Bamei,24.2634,105.0809,CN
Bamiantong,44.9164,130.5212,CN
Bangshang,32.2575,108.1119,CN
Bangzha,24.8345,104.6721,CN
Banqiao,35.8912,107.9655,CN
Baoding,38.8671,115.4845,CN
Baohe,33.2033,106.9544,CN
Baojishi,34.3609,107.1751,CN
Baoshan,25.1211,99.1690,CN
Baotou,40.6562,109.8345,CN
Basuo,19.1020,108.6391,CN
Baxiangshan,23.7630,115.9626,CN
Bayan,36.1148,102.2476,CN
Bayan Hot,38.8556,105.7001,CN
Bazhajiemicun,38.8967,77.6529,CN
Bazhou,31.8576,106.7559,CN
Bazhou,39.1235,116.3860,CN
Beian,48.2395,126.5037,CN
Beichengqu,40.4348,113.1565,CN
Beidao,34.6000,105.9200,CN
Beidaying,39.9686,119.5515,CN
Beihai,21.4667,109.1000,CN
Beijing,39.9050,116.3914,CN
Beining,41.5933,121.7932,CN
Beipiao,41.8020,120.7621,CN
Beiwanglizhen,37.7604,114.6373,CN
Beixingzhuang,35.7033,111.1029,CN
Beixinzhuang,38.7914,116.0917,CN
Beiya,36.4640,104.4513,CN
Benbutucun,42.0263,86.6714,CN
Bengbu,32.9354,117.3531,CN
Benhao,18.6151,109.9308,CN
Benxi,41.2920,123.7610,CN
Biancang,33.9007,104.0321,CN
Biandanshan,26.0409,105.6351,CN
Bianyang,25.6163,106.6795,CN
Bijiao,22.9311,113.2018,CN
Bijie,27.3019,105.2863,CN
Bikou,32.7522,105.2424,CN
Bingmei,25.7408,108.9023,CN
Bingzhongluo,28.0174,98.6212,CN
Binxian,35.0364,108.0764,CN
Binzhou,37.3806,118.0125,CN
Bo’ao,19.1607,110.5809,CN
Bole,44.8980,82.0726,CN
Boli,45.7564,130.5759,CN
Botou,38.0740,116.5700,CN
Bozhou,33.8626,115.7742,CN
Bugugoucun,41.6904,117.4483,CN
Bulicun,24.3670,116.2740,CN
Caiguantun,26.3363,105.9841,CN
Cairima,33.3651,102.0968,CN
Cangyanshanzhen,37.8445,114.1338,CN
Cangzhou,38.3037,116.8452,CN
Caojiachuan,34.9016,111.5210,CN
Caotan,36.2501,105.1742,CN
Caowotan,37.2739,104.1046,CN
Cencheng,22.9297,111.0186,CN
Ceyu,37.7939,114.0905,CN
Chahe,27.1746,105.3716,CN
Chaigoubu,40.6687,114.4157,CN
Chang’an,29.4761,113.4480,CN
Changchong,26.3815,107.1839,CN
Changchun,43.9000,125.2000,CN
Changchunpu,27.2388,105.1850,CN
Changde,29.0397,111.6839,CN
Changji,26.9471,108.7524,CN
Changling,44.2700,123.9900,CN
Changping,40.2248,116.1944,CN
Changsha,28.1987,112.9709,CN
Changsha,22.3762,112.6877,CN
Changshu,31.6500,120.7333,CN
Changting,25.8670,116.3167,CN
Changtoushang,19.3441,110.6096,CN
Changzhi,36.1953,113.0970,CN
Changzhou,31.8122,119.9692,CN
Chankou,35.7754,104.5345,CN
Chaohucun,31.6783,117.7353,CN
Chaona,35.0895,107.2190,CN
Chaoshan,23.0701,113.8693,CN
Chaoyang,41.5757,120.4486,CN
Chaoyangdicun,42.0221,118.2178,CN
Chaozhou,23.6700,116.6300,CN
Chedaopo,36.4008,106.7353,CN
Chengbin,19.9991,110.3332,CN
Chengde,40.9739,117.9322,CN
Chengdu,30.6600,104.0633,CN
Chengguan,35.4599,113.7975,CN
Chengjiao,35.4043,114.0593,CN
Chengjiao Chengguanzhen,34.4362,104.0306,CN
Chengtangcun,35.0833,117.1500,CN
Chengxiang,31.4515,121.1043,CN
Chenlu,35.0287,109.1548,CN
Chenzhou,25.7989,113.0267,CN
Chifeng,42.2663,118.9223,CN
Chinggil,46.6660,90.3794,CN
Chini,23.3916,113.0755,CN
Chishui,28.5902,105.6946,CN
Chizhou,30.6583,117.4849,CN
Chongqing,29.5628,106.5528,CN
Chongshan,18.7787,109.5117,CN
Chongzuo,22.4167,107.3667,CN
Chuanliaocun,28.2582,120.2118,CN
Chugqênsumdo,33.4352,101.4866,CN
Chuimatan,35.7166,102.8771,CN
Chumpak,41.8585,84.1370,CN
Chuqung,33.3743,97.0637,CN
Chuxiong,25.0461,101.5436,CN
Chuzhou,32.3062,118.3115,CN
Cishan,36.5780,114.1020,CN
Ciying,25.3595,103.9143,CN
Cui’erzhuang,38.2897,116.5472,CN
Cuihua,27.7527,103.8906,CN
Dabancheng,43.3552,88.3060,CN
Dabutou,36.0708,112.8744,CN
Dacaozhuang,37.5546,114.9316,CN
Dachi,32.5293,107.5658,CN
Dacun,34.7201,109.0549,CN
Dadukou,26.5849,101.7149,CN
Dagou,37.4833,102.5742,CN
Dahuaishu,36.2601,111.6743,CN
Daijiazhuang,38.1345,114.3906,CN
Daiyue,39.5204,112.8168,CN
Dajiecun,36.2965,115.2071,CN
Dalachi,36.6371,105.0142,CN
Dalai,45.5050,124.2863,CN
Dali,25.7003,100.1564,CN
Dali,34.7953,109.9378,CN
Dalian,38.9000,121.6000,CN
Dalupo,19.3908,110.4662,CN
Dama,30.5009,120.3413,CN
Damaishan,24.4891,112.2693,CN
Dandong,40.1167,124.3833,CN
Dangcheng,39.5161,94.8728,CN
Dangyang,30.8258,111.7910,CN
Danihe,39.8489,119.4210,CN
Danjiangkou,32.5408,111.5098,CN
Danyang,31.9948,119.5750,CN
Daping,24.6501,112.1693,CN
Daqing,46.5979,125.0080,CN
Dashiqiao,40.6328,122.5021,CN
Dashouping,23.6390,111.6875,CN
Datang,22.9476,113.9326,CN
Datang,26.3909,108.0764,CN
Datian,22.4814,112.1191,CN
Daxiang,22.3775,112.8008,CN
Daxin,26.6210,107.2398,CN
Daxincun,38.4430,106.3090,CN
Dayan,26.8808,100.2208,CN
Daye,30.1003,114.9699,CN
Dayi,33.8312,104.0362,CN
Dayin,38.9358,115.7102,CN
Daying,39.0786,116.1076,CN
Dazhangzi,40.6239,118.1081,CN
Dazhou,31.2152,107.4947,CN
Dazhuang,38.6951,115.6067,CN
Dazhuangzi,40.2321,99.0558,CN
Dehui,44.5323,125.6965,CN
Dengjiazhuang,37.7051,115.7883,CN
Dengtacun,41.4200,123.3300,CN
Dengtalu,36.0800,114.3500,CN
Dengtangcun,23.6861,116.5284,CN
Deyang,31.1289,104.3950,CN
Dezhou,37.4513,116.3105,CN
Dianga,34.0587,103.2074,CN
Diao’ecun,40.7218,115.8136,CN
Diaowo,39.4812,116.0761,CN
Diguapo,25.6988,104.9614,CN
Dijiasuoxiang,35.6871,105.2571,CN
Dingcheng,19.6819,110.3637,CN
Dingjiagouxiang,35.5307,105.0207,CN
Dingxi,35.5806,104.6263,CN
Dingzhou,38.5158,114.9845,CN
Dongcha,34.3800,106.6623,CN
Dongchuan,25.5086,101.2356,CN
Dongcun,38.2800,111.6751,CN
Dongfeng,22.2479,112.3794,CN
Donggangli,39.9733,119.6406,CN
Donggou,35.5621,112.7046,CN
Donggou,19.6593,110.8460,CN
Dongguan,23.0475,113.7493,CN
Dongguan,39.0140,111.0768,CN
Dongguazhen,25.0790,101.5020,CN
Donghua,35.2175,106.6545,CN
Dongjiangshui,33.3792,104.9516,CN
Donglizhuang,37.9351,115.0838,CN
Dongmaying,39.1221,115.9814,CN
Dongning,44.0608,131.1187,CN
Dongping,24.7352,113.1849,CN
Dongshan,22.0628,112.8292,CN
Dongsheng,22.8869,113.4563,CN
Dongsheng,22.6225,113.2887,CN
Dongsheng,36.9996,105.0029,CN
Dongta,38.0824,106.3390,CN
Dongtai,32.8534,120.3037,CN
Dongwang,38.3242,114.8869,CN
Dongxianpo,39.5610,115.9865,CN
Dongxiaozhai,40.1149,118.1375,CN
Dongxing,21.5833,108.0500,CN
Dongyang,29.2785,120.2282,CN
Dongyuancun,28.3170,120.2316,CN
Dongzhuosu,38.0658,115.1232,CN
Doujing,26.4789,105.1253,CN
Douyu,37.9007,114.5035,CN
Douzhuang,39.4323,116.0583,CN
Duanshan,25.8308,106.5785,CN
Duanzhuang,36.5796,111.7577,CN
Ducheng,23.2445,111.5342,CN
Duijiang,27.0782,105.5256,CN
Dunhua,43.3667,128.2333,CN
Dunhuang,40.1411,94.6616,CN
Dusheng,38.3804,116.5500,CN
Duyun,26.2672,107.5143,CN
Duzhuang,40.0121,119.5262,CN
E’erguna,50.2411,120.1720,CN
Elixku,38.6803,77.3106,CN
Encheng,22.1879,112.3131,CN
Erbaocun,42.9633,93.1714,CN
Erjie,24.6997,102.4872,CN
Ezhou,30.3972,114.8842,CN
Fancheng,39.1891,113.2729,CN
Fangcun,37.9799,114.5490,CN
Fangguan,39.3237,115.9856,CN
Fangjiata,38.2755,110.0961,CN
Fangting,31.1282,104.1695,CN
Fanzhao,26.6615,108.3834,CN
Fanzhuang,37.7771,114.9620,CN
Feicheng,36.1860,116.7720,CN
Fengcheng,40.4543,124.0646,CN
Fengcheng,37.4313,112.0270,CN
Fengdeng,38.5515,106.2465,CN
Fenggang,23.6271,116.5679,CN
Fengguangcun,23.9062,116.6984,CN
Fenglu,24.6728,102.9149,CN
Fengning,41.2013,116.6433,CN
Fengrenxu,24.1736,115.3268,CN
Fengruncun,34.8537,109.8283,CN
Fengyicun,23.6636,116.6028,CN
Fenyang,37.2652,111.7793,CN
Foshan,23.0292,113.1056,CN
Fu’an,27.1000,119.6333,CN
Fucheng,35.3678,103.7074,CN
